ID Interactor A	ID Interactor B	PSINDB Mapping A	PSINDB Mapping B	Interaction Detection Method	Publication Identifier	Taxid Interactor A	Taxid Interactor B	Host organism	Interaction Types	Biological Role Interactor A	Biological Role Interactor B	Experimental Role Interactor A	Experimental Role Interactor B	Feature interactor A	Feature interactor B	Source Database	Interaction Identifier
uniprot:P0DP24	uniprot:Q8NCB2	CALM2_HUMAN	CAMKV_HUMAN	psi-mi:mi:0089(protein array)	pubmed:20068228	taxid:9606(human)	taxid:9606(human)	taxid:-1(in vitro)	psi-mi:mi:0407(direct interaction)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:933
uniprot:P0DP25	uniprot:O95721	CALM3_HUMAN	SNP29_HUMAN	psi-mi:mi:0089(protein array)	pubmed:20068228	taxid:9606(human)	taxid:9606(human)	taxid:-1(in vitro)	psi-mi:mi:0407(direct interaction)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:934
uniprot:P0DP26	uniprot:Q96SA4	CALM1_HUMAN	SERC2_HUMAN	psi-mi:mi:0089(protein array)	pubmed:20068228	taxid:10090(mouse)	taxid:9606(human)	taxid:-1(in vitro)	psi-mi:mi:0407(direct interaction)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:935
uniprot:P0DP27	uniprot:P23471	CALM2_HUMAN	PTPRZ_HUMAN	psi-mi:mi:0089(protein array)	pubmed:20068228	taxid:10090(mouse)	taxid:9606(human)	taxid:-1(in vitro)	psi-mi:mi:0407(direct interaction)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:936
uniprot:P0DP28	uniprot:Q9Y6H1	CALM3_HUMAN	CHCH2_HUMAN	psi-mi:mi:0089(protein array)	pubmed:20068228	taxid:10090(mouse)	taxid:9606(human)	taxid:-1(in vitro)	psi-mi:mi:0407(direct interaction)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:937
uniprot:P0DP29	uniprot:Q9UQM7	CALM1_HUMAN	KCC2A_HUMAN	psi-mi:mi:0089(protein array)	pubmed:20068228	taxid:10116(rat)	taxid:9606(human)	taxid:-1(in vitro)	psi-mi:mi:0407(direct interaction)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:938
uniprot:P0DP30	uniprot:P51693	CALM2_HUMAN	APLP1_HUMAN	psi-mi:mi:0089(protein array)	pubmed:20068228	taxid:9606(human)	taxid:10116(rat)	taxid:-1(in vitro)	psi-mi:mi:0407(direct interaction)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0496(bait)	psi-mi:mi:0498(prey)			PSINDB	PSINDB:939
uniprot:P0DP31	uniprot:Q9P219	CALM3_HUMAN	DAPLE_HUMAN	psi-mi:mi:0089(protein array)	pubmed:20068228	taxid:10116(rat)	taxid:9606(human)	taxid:-1(in vitro)	psi-mi:mi:0407(direct interaction)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:940
uniprot:P0DP23	uniprot:Q99592	CALM1_HUMAN	ZBT18_HUMAN	psi-mi:mi:0089(protein array)	pubmed:20068228	taxid:9606(human)	taxid:9606(human)	taxid:-1(in vitro)	psi-mi:mi:0407(direct interaction)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:941
uniprot:P0DP24	uniprot:Q9NW07	CALM2_HUMAN	ZN358_HUMAN	psi-mi:mi:0089(protein array)	pubmed:20068228	taxid:9606(human)	taxid:9606(human)	taxid:-1(in vitro)	psi-mi:mi:0407(direct interaction)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:942
uniprot:P0DP25	uniprot:Q9Y3S2	CALM3_HUMAN	ZN330_HUMAN	psi-mi:mi:0089(protein array)	pubmed:20068228	taxid:9606(human)	taxid:9606(human)	taxid:-1(in vitro)	psi-mi:mi:0407(direct interaction)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:943
uniprot:P0DP26	uniprot:Q92664	CALM1_HUMAN	TF3A_HUMAN	psi-mi:mi:0089(protein array)	pubmed:20068228	taxid:10090(mouse)	taxid:9606(human)	taxid:-1(in vitro)	psi-mi:mi:0407(direct interaction)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:944
uniprot:P0DP27	uniprot:O14979	CALM2_HUMAN	HNRDL_HUMAN	psi-mi:mi:0089(protein array)	pubmed:20068228	taxid:10090(mouse)	taxid:9606(human)	taxid:-1(in vitro)	psi-mi:mi:0407(direct interaction)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:945
uniprot:P0DP28	uniprot:Q9Y6X8	CALM3_HUMAN	ZHX2_HUMAN	psi-mi:mi:0089(protein array)	pubmed:20068228	taxid:10090(mouse)	taxid:9606(human)	taxid:-1(in vitro)	psi-mi:mi:0407(direct interaction)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:946
uniprot:P0DP29	uniprot:Q9ULD4	CALM1_HUMAN	BRPF3_HUMAN	psi-mi:mi:0089(protein array)	pubmed:20068228	taxid:9606(human)	taxid:10116(rat)	taxid:-1(in vitro)	psi-mi:mi:0407(direct interaction)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0496(bait)	psi-mi:mi:0498(prey)			PSINDB	PSINDB:947
uniprot:P0DP30	uniprot:Q9BWF3	CALM2_HUMAN	RBM4_HUMAN	psi-mi:mi:0089(protein array)	pubmed:20068228	taxid:10116(rat)	taxid:9606(human)	taxid:-1(in vitro)	psi-mi:mi:0407(direct interaction)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:948
uniprot:P0DP31	uniprot:Q9BQ04	CALM3_HUMAN	RBM4B_HUMAN	psi-mi:mi:0089(protein array)	pubmed:20068228	taxid:10116(rat)	taxid:9606(human)	taxid:-1(in vitro)	psi-mi:mi:0407(direct interaction)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:949
uniprot:P0DP23	uniprot:P15170	CALM1_HUMAN	ERF3A_HUMAN	psi-mi:mi:0089(protein array)	pubmed:20068228	taxid:9606(human)	taxid:9606(human)	taxid:-1(in vitro)	psi-mi:mi:0407(direct interaction)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:950
uniprot:P0DP24	uniprot:Q9UNL4	CALM2_HUMAN	ING4_HUMAN	psi-mi:mi:0089(protein array)	pubmed:20068228	taxid:9606(human)	taxid:9606(human)	taxid:-1(in vitro)	psi-mi:mi:0407(direct interaction)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:951
uniprot:P0DP25	uniprot:Q99543	CALM3_HUMAN	DNJC2_HUMAN	psi-mi:mi:0089(protein array)	pubmed:20068228	taxid:9606(human)	taxid:9606(human)	taxid:-1(in vitro)	psi-mi:mi:0407(direct interaction)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:952
uniprot:P0DP26	uniprot:Q9H6Z4	CALM1_HUMAN	RANB3_HUMAN	psi-mi:mi:0089(protein array)	pubmed:20068228	taxid:10090(mouse)	taxid:9606(human)	taxid:-1(in vitro)	psi-mi:mi:0407(direct interaction)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:953
uniprot:P0DP27	uniprot:Q9NZM5	CALM2_HUMAN	NOP53_HUMAN	psi-mi:mi:0089(protein array)	pubmed:20068228	taxid:10090(mouse)	taxid:9606(human)	taxid:-1(in vitro)	psi-mi:mi:0407(direct interaction)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:954
uniprot:P0DP28	uniprot:O14683	CALM3_HUMAN	P5I11_HUMAN	psi-mi:mi:0089(protein array)	pubmed:20068228	taxid:10090(mouse)	taxid:9606(human)	taxid:-1(in vitro)	psi-mi:mi:0407(direct interaction)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:955
uniprot:P0DP29	uniprot:Q9H4Z3	CALM1_HUMAN	CAPAM_HUMAN	psi-mi:mi:0089(protein array)	pubmed:20068228	taxid:10116(rat)	taxid:9606(human)	taxid:-1(in vitro)	psi-mi:mi:0407(direct interaction)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:956
uniprot:P0DP30	uniprot:Q99426	CALM2_HUMAN	TBCB_HUMAN	psi-mi:mi:0089(protein array)	pubmed:20068228	taxid:10116(rat)	taxid:9606(human)	taxid:-1(in vitro)	psi-mi:mi:0407(direct interaction)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:957
uniprot:P0DP31	uniprot:Q14204	CALM3_HUMAN	DYHC1_HUMAN	psi-mi:mi:0089(protein array)	pubmed:20068228	taxid:10116(rat)	taxid:9606(human)	taxid:-1(in vitro)	psi-mi:mi:0407(direct interaction)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:958
uniprot:P0DP23	uniprot:P07199	CALM1_HUMAN	CENPB_HUMAN	psi-mi:mi:0089(protein array)	pubmed:20068228	taxid:9606(human)	taxid:9606(human)	taxid:-1(in vitro)	psi-mi:mi:0407(direct interaction)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:959
uniprot:P0DP24	uniprot:O60282	CALM2_HUMAN	KIF5C_HUMAN	psi-mi:mi:0089(protein array)	pubmed:20068228	taxid:9606(human)	taxid:9606(human)	taxid:-1(in vitro)	psi-mi:mi:0407(direct interaction)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:960
uniprot:P0DP25	uniprot:Q13813	CALM3_HUMAN	SPTN1_HUMAN	psi-mi:mi:0089(protein array)	pubmed:20068228	taxid:9606(human)	taxid:9606(human)	taxid:-1(in vitro)	psi-mi:mi:0407(direct interaction)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:961
uniprot:P0DP26	uniprot:Q86UT6	CALM1_HUMAN	NLRX1_HUMAN	psi-mi:mi:0089(protein array)	pubmed:20068228	taxid:10090(mouse)	taxid:9606(human)	taxid:-1(in vitro)	psi-mi:mi:0407(direct interaction)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:962
uniprot:P0DP27	uniprot:P13639	CALM2_HUMAN	EF2_HUMAN	psi-mi:mi:0089(protein array)	pubmed:20068228	taxid:10090(mouse)	taxid:9606(human)	taxid:-1(in vitro)	psi-mi:mi:0407(direct interaction)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:963
uniprot:P0DP28	uniprot:Q13239	CALM3_HUMAN	SLAP1_HUMAN	psi-mi:mi:0089(protein array)	pubmed:20068228	taxid:10090(mouse)	taxid:9606(human)	taxid:-1(in vitro)	psi-mi:mi:0407(direct interaction)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:964
uniprot:P0DP29	uniprot:Q9UNE7	CALM1_HUMAN	CHIP_HUMAN	psi-mi:mi:0089(protein array)	pubmed:20068228	taxid:10116(rat)	taxid:9606(human)	taxid:-1(in vitro)	psi-mi:mi:0407(direct interaction)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:965
uniprot:P0DP30	uniprot:P14618	CALM2_HUMAN	KPYM_HUMAN	psi-mi:mi:0089(protein array)	pubmed:20068228	taxid:10116(rat)	taxid:9606(human)	taxid:-1(in vitro)	psi-mi:mi:0407(direct interaction)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:966
uniprot:P0DP31	uniprot:O60331	CALM3_HUMAN	PI51C_HUMAN	psi-mi:mi:0089(protein array)	pubmed:20068228	taxid:10116(rat)	taxid:9606(human)	taxid:-1(in vitro)	psi-mi:mi:0407(direct interaction)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:967
uniprot:P0DP23	uniprot:Q76G19	CALM1_HUMAN	PDZD4_HUMAN	psi-mi:mi:0089(protein array)	pubmed:20068228	taxid:9606(human)	taxid:9606(human)	taxid:-1(in vitro)	psi-mi:mi:0407(direct interaction)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:968
uniprot:P0DP24	uniprot:P16949	CALM2_HUMAN	STMN1_HUMAN	psi-mi:mi:0089(protein array)	pubmed:20068228	taxid:9606(human)	taxid:9606(human)	taxid:-1(in vitro)	psi-mi:mi:0407(direct interaction)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:969
uniprot:P0DP25	uniprot:P35544	CALM3_HUMAN	RS30_HUMAN	psi-mi:mi:0089(protein array)	pubmed:20068228	taxid:9606(human)	taxid:9606(human)	taxid:-1(in vitro)	psi-mi:mi:0407(direct interaction)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:970
uniprot:P0DP26	uniprot:Q9UJP4	CALM1_HUMAN	KLH21_HUMAN	psi-mi:mi:0089(protein array)	pubmed:20068228	taxid:10090(mouse)	taxid:9606(human)	taxid:-1(in vitro)	psi-mi:mi:0407(direct interaction)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:971
uniprot:P0DP28	uniprot:O75251	CALM3_HUMAN	NDUS7_HUMAN	psi-mi:mi:0089(protein array)	pubmed:20068228	taxid:10090(mouse)	taxid:9606(human)	taxid:-1(in vitro)	psi-mi:mi:0407(direct interaction)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:972
uniprot:P0DP30	uniprot:Q9UHG2	CALM2_HUMAN	PCS1N_HUMAN	psi-mi:mi:0089(protein array)	pubmed:20068228	taxid:10116(rat)	taxid:9606(human)	taxid:-1(in vitro)	psi-mi:mi:0407(direct interaction)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:973
uniprot:P0DP31	uniprot:P15880	CALM3_HUMAN	RS2_HUMAN	psi-mi:mi:0089(protein array)	pubmed:20068228	taxid:10116(rat)	taxid:9606(human)	taxid:-1(in vitro)	psi-mi:mi:0407(direct interaction)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:974
uniprot:Q9Z340	uniprot:A0A0G2K8W9	PARD3_HUMAN	SPTB2_HUMAN	psi-mi:mi:0096(pull down)	pubmed:31371487	taxid:10116(rat)	taxid:10116(rat)	taxid:10116(rat)	psi-mi:mi:0914(association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0496(bait)	psi-mi:mi:0498(prey)			PSINDB	PSINDB:975
uniprot:Q9Z342	uniprot:F1LNF0	KCNQ2_HUMAN	MYH14_HUMAN	psi-mi:mi:0096(pull down)	pubmed:31371487	taxid:10090(mouse)	taxid:10116(rat)	taxid:10116(rat)	psi-mi:mi:0914(association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0496(bait)	psi-mi:mi:0498(prey)			PSINDB	PSINDB:976
uniprot:Q9Z347	uniprot:D3ZCV0	KCNQ2_HUMAN	ACTN2_HUMAN	psi-mi:mi:0096(pull down)	pubmed:31371487	taxid:10116(rat)	taxid:10090(mouse)	taxid:10116(rat)	psi-mi:mi:0914(association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:977
uniprot:Q9Z348	uniprot:Q9QWN8	KCNQ2_HUMAN	SPTN2_HUMAN	psi-mi:mi:0096(pull down)	pubmed:31371487	taxid:10090(mouse)	taxid:10116(rat)	taxid:10116(rat)	psi-mi:mi:0914(association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0496(bait)	psi-mi:mi:0498(prey)			PSINDB	PSINDB:978
uniprot:Q9Z350	uniprot:D4A5I9	KCNQ2_HUMAN	MYO6_HUMAN	psi-mi:mi:0096(pull down)	pubmed:31371487	taxid:10090(mouse)	taxid:10116(rat)	taxid:10116(rat)	psi-mi:mi:0914(association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0496(bait)	psi-mi:mi:0498(prey)			PSINDB	PSINDB:979
uniprot:Q9Z351	uniprot:D4ADD3	KCNQ2_HUMAN	HECW2_HUMAN	psi-mi:mi:0096(pull down)	pubmed:31371487	taxid:10116(rat)	taxid:10090(mouse)	taxid:10116(rat)	psi-mi:mi:0914(association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:980
uniprot:Q8N3V7	uniprot:P15924	SYNPO_HUMAN	DESP_HUMAN	psi-mi:mi:0096(pull down)	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	taxid:9606(HEK293)	psi-mi:mi:0914(association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:981
uniprot:Q8N3V7	uniprot:P35580	SYNPO_HUMAN	MYH10_HUMAN	psi-mi:mi:0096(pull down)	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	taxid:9606(HEK293)	psi-mi:mi:0914(association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:982
uniprot:Q8N3V7	uniprot:Q15149	SYNPO_HUMAN	PLEC_HUMAN	psi-mi:mi:0096(pull down)	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	taxid:9606(HEK293)	psi-mi:mi:0914(association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:983
uniprot:Q8N3V7	uniprot:Q13085	SYNPO_HUMAN	ACACA_HUMAN	psi-mi:mi:0096(pull down)	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	taxid:9606(HEK293)	psi-mi:mi:0914(association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:984
uniprot:Q8N3V7	uniprot:P35579	SYNPO_HUMAN	MYH9_HUMAN	psi-mi:mi:0096(pull down)	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	taxid:9606(HEK293)	psi-mi:mi:0914(association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:985
uniprot:Q8N3V7	uniprot:P21333	SYNPO_HUMAN	FLNA_HUMAN	psi-mi:mi:0096(pull down)	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	taxid:9606(HEK293)	psi-mi:mi:0914(association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:986
uniprot:Q8N3V7	uniprot:Q01082	SYNPO_HUMAN	SPTB2_HUMAN	psi-mi:mi:0096(pull down)	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	taxid:9606(HEK293)	psi-mi:mi:0914(association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:987
uniprot:Q8N3V7	uniprot:O43707	SYNPO_HUMAN	ACTN4_HUMAN	psi-mi:mi:0096(pull down)	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	taxid:9606(HEK293)	psi-mi:mi:0914(association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:988
uniprot:Q8N3V7	uniprot:P12814	SYNPO_HUMAN	ACTN1_HUMAN	psi-mi:mi:0096(pull down)	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	taxid:9606(HEK293)	psi-mi:mi:0914(association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:989
uniprot:Q8N3V7	uniprot:Q9Y4I1	SYNPO_HUMAN	MYO5A_HUMAN	psi-mi:mi:0096(pull down)	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	taxid:9606(HEK293)	psi-mi:mi:0914(association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:990
uniprot:Q8N3V7	uniprot:Q7Z406	SYNPO_HUMAN	MYH14_HUMAN	psi-mi:mi:0096(pull down)	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	taxid:9606(HEK293)	psi-mi:mi:0914(association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:991
uniprot:Q8N3V7	uniprot:Q9UM54	SYNPO_HUMAN	MYO6_HUMAN	psi-mi:mi:0096(pull down)	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	taxid:9606(HEK293)	psi-mi:mi:0914(association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:992
uniprot:Q8N3V7	uniprot:O15020	SYNPO_HUMAN	SPTN2_HUMAN	psi-mi:mi:0096(pull down)	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	taxid:9606(HEK293)	psi-mi:mi:0914(association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:993
uniprot:Q8N3V7	uniprot:P11498	SYNPO_HUMAN	PYC_HUMAN	psi-mi:mi:0096(pull down)	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	taxid:9606(HEK293)	psi-mi:mi:0914(association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:994
uniprot:Q8N3V7	uniprot:O43795	SYNPO_HUMAN	MYO1B_HUMAN	psi-mi:mi:0096(pull down)	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	taxid:9606(HEK293)	psi-mi:mi:0914(association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:995
uniprot:Q8N3V7	uniprot:Q96PU5	SYNPO_HUMAN	NED4L_HUMAN	psi-mi:mi:0096(pull down)	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	taxid:9606(HEK293)	psi-mi:mi:0914(association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:996
uniprot:Q8N3V7	uniprot:Q14315	SYNPO_HUMAN	FLNC_HUMAN	psi-mi:mi:0096(pull down)	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	taxid:9606(HEK293)	psi-mi:mi:0914(association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0498(prey)	psi-mi:mi:0496(bait)			PSINDB	PSINDB:997
uniprot:Q8N3V7	uniprot:P08670	SYNPO_HUMAN	VIME_HUMAN	psi-mi:mi:0096(pull down)	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	taxid:9606(HEK293)	psi-mi:mi:0914(association)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0499(unspecified role)	psi-mi:mi:0496(bait)	psi-mi:mi:0498(prey)			PSINDB	PSINDB:998
